,name,pop2000,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,pop2016,pop2017,age_under_5_2010,age_under_5_2017,age_under_18_2010,age_over_65_2010,age_over_65_2017,median_age_2017,female_2010,white_2010,black_2010,black_2017,native_2010,native_2017,asian_2010,asian_2017,pac_isl_2017,other_single_race_2017,two_plus_races_2010,two_plus_races_2017,hispanic_2010,hispanic_2017,white_not_hispanic_2010,white_not_hispanic_2017,speak_english_only_2017,no_move_in_one_plus_year_2010,foreign_born_2010,foreign_spoken_at_home_2010,women_16_to_50_birth_rate_2017,hs_grad_2010,hs_grad_2016,hs_grad_2017,some_college_2016,some_college_2017,bachelors_2010,bachelors_2016,bachelors_2017,veterans_2010,veterans_2017,mean_work_travel_2010,mean_work_travel_2017,broadband_2017,computer_2017,housing_units_2010,homeownership_2010,housing_multi_unit_2010,median_val_owner_occupied_2010,households_2010,households_2017,persons_per_household_2010,persons_per_household_2017,per_capita_income_2010,per_capita_income_2017,median_household_income_2010,median_household_income_2016,median_household_income_2017,private_nonfarm_establishments_2009,private_nonfarm_employment_2009,percent_change_private_nonfarm_employment_2009,nonemployment_establishments_2009,sales_2007,sales_per_capita_2007,building_permits_2010,fed_spending_2009,area_2010,density_2010,poverty_2010,poverty_2016,poverty_2017,poverty_age_under_5_2017,poverty_age_under_18_2017,civilian_labor_force_2007,employed_2007,unemployed_2007,unemployment_rate_2007,civilian_labor_force_2008,employed_2008,unemployed_2008,unemployment_rate_2008,civilian_labor_force_2009,employed_2009,unemployed_2009,unemployment_rate_2009,civilian_labor_force_2010,employed_2010,unemployed_2010,unemployment_rate_2010,civilian_labor_force_2011,employed_2011,unemployed_2011,unemployment_rate_2011,civilian_labor_force_2012,employed_2012,unemployed_2012,unemployment_rate_2012,civilian_labor_force_2013,employed_2013,unemployed_2013,unemployment_rate_2013,civilian_labor_force_2014,employed_2014,unemployed_2014,unemployment_rate_2014,civilian_labor_force_2015,employed_2015,unemployed_2015,unemployment_rate_2015,civilian_labor_force_2016,employed_2016,unemployed_2016,unemployment_rate_2016,uninsured_2017,uninsured_age_under_19_2017,uninsured_age_over_74_2017,civilian_labor_force_2017,employed_2017,unemployed_2017,unemployment_rate_2017,age_over_18_2019,age_over_65_2019,age_over_85_2019,age_under_5_2019,asian_2019,avg_family_size_2019,bachelors_2019,black_2019,hispanic_2019,household_has_broadband_2019,household_has_computer_2019,household_has_smartphone_2019,households_2019,households_speak_asian_or_pac_isl_2019,households_speak_limited_english_2019,households_speak_other_2019,households_speak_other_indo_euro_lang_2019,households_speak_spanish_2019,housing_mobile_homes_2019,housing_one_unit_structures_2019,housing_two_unit_structures_2019,hs_grad_2019,mean_household_income_2019,median_age_2019,median_household_income_2019,median_individual_income_2019,median_individual_income_age_25plus_2019,native_2019,other_single_race_2019,pac_isl_2019,per_capita_income_2019,persons_per_household_2019,pop_2019,two_plus_races_2019,unemployment_rate_2019,uninsured_2019,uninsured_65_and_older_2019,uninsured_under_19_2019,uninsured_under_6_2019,veterans_2019,white_2019,white_not_hispanic_2019,metro_2013_1.0,metro_2013_Unknown,smoking_ban_2010_comprehensive,smoking_ban_2010_none,smoking_ban_2010_partial,state
2709,Polk County,41133.0,45413,45580.0,45512.0,45532.0,45825.0,46614.0,47735.0,49162.0,5.8,5.4,21.1,19.0,18.8,43.4,46.5,77.3,11.5,5.27,1.9,0.76,0.4,0.31,0.06,0.43,1.7,1.03,13.1,14.79,72.3,70.94,86.9,85.5,5.5,12.5,6.3,74.9,80.5,78.1,30.0,28.6,10.6,12.0,12.3,4690,10.5,27.3,29.1,62.9,77.5,22683,78.9,4.5,67700,16789,17632.0,2.48,2.46,16961,23886.99,33325,43014.0,43267.0,698,8640,18.3,3412.0,445440.0,9587.0,346,495945.0,1057.09,43.0,21.8,20.3,18.7,35.8,31.6,16600.0,15638.0,962.0,5.8,16766.0,15735.0,1031.0,6.15,17978.0,16347.0,1631.0,9.07,17563.0,15861.0,1702.0,9.69,17651.0,16004.0,1647.0,9.33,17542.0,16136.0,1406.0,8.02,17371.0,16030.0,1341.0,7.72,17228.0,16120.0,1108.0,6.43,17026.0,15996.0,1030.0,6.05,17349.0,16253.0,1096.0,6.32,19.3,11.1,0.0,17435.0,16386.0,1049.0,6.02,79.7,18.5,1.6,5.3,0.8,3.01,13.1,9.8,15.3,71.5,65.4,72.0,18033,0.7,2.1,0.9,0.9,10.5,24.0,25.5,76.0,81.6,65557,43.7,49279,25626,32042,1.6,1.7,0.1,25164,2.51,48913,2.0,7.2,18.2,0.1,9.1,7.7,10.9,84.0,70.9,0,0,0,1,0,Texas
2710,Potter County,113546.0,121073,122313.0,122704.0,122088.0,121934.0,121129.0,120542.0,120458.0,8.5,8.2,27.8,10.9,11.6,33.6,48.9,69.8,10.2,4.82,0.8,0.2,4.0,2.63,0.04,1.27,3.0,1.84,35.3,37.58,49.0,45.17,67.7,77.9,13.2,28.9,8.3,75.4,76.5,76.6,33.0,31.4,15.0,14.6,14.8,7945,7.7,17.1,17.8,67.2,81.9,47271,59.4,21.1,80600,41422,43453.0,2.84,2.63,18725,22883.65,36766,41563.0,41852.0,3573,59573,-3.9,7784.0,2489973.0,20620.0,855,4049271.0,908.37,133.3,22.7,22.0,21.7,33.5,28.7,56684.0,54536.0,2148.0,3.79,56622.0,54363.0,2259.0,3.99,57625.0,54156.0,3469.0,6.02,58038.0,54385.0,3653.0,6.29,58757.0,55265.0,3492.0,5.94,58335.0,55218.0,3117.0,5.34,57539.0,54644.0,2895.0,5.03,56845.0,54597.0,2248.0,3.95,56208.0,54338.0,1870.0,3.33,56055.0,54180.0,1875.0,3.34,21.9,12.8,0.3,55923.0,54137.0,1786.0,3.19,72.5,12.2,1.7,7.9,5.4,3.23,14.9,10.1,38.3,74.0,62.3,80.4,44380,3.8,7.5,1.6,0.7,26.9,44.8,7.1,55.2,77.0,60595,33.9,42528,25457,31210,0.6,2.5,0.2,22568,2.54,119674,3.0,3.2,22.1,1.8,14.1,11.3,6.9,78.2,44.1,1,0,0,0,1,Texas
2711,Presidio County,7304.0,7818,7756.0,7616.0,7389.0,7188.0,7054.0,7166.0,7156.0,7.3,7.5,29.0,17.8,21.9,41.4,51.2,85.9,0.6,0.0,0.7,0.54,1.0,2.49,0.0,1.47,1.9,0.0,83.4,81.41,14.5,13.61,14.9,86.6,28.1,84.6,4.8,53.7,56.7,52.5,13.0,14.1,17.8,25.0,20.2,380,3.8,18.6,18.3,43.1,59.9,3825,67.5,11.6,56200,2617,2589.0,2.94,2.78,15635,14147.48,29513,32742.0,26486.0,129,714,12.6,699.0,42509.0,5616.0,2,87500.0,3855.24,2.0,24.1,24.1,26.3,34.3,31.8,3209.0,2925.0,284.0,8.85,3343.0,2997.0,346.0,10.35,3744.0,3139.0,605.0,16.16,3743.0,3052.0,691.0,18.46,3781.0,3207.0,574.0,15.18,3827.0,3319.0,508.0,13.27,3757.0,3274.0,483.0,12.86,3412.0,3015.0,397.0,11.64,3113.0,2782.0,331.0,10.63,3073.0,2745.0,328.0,10.67,36.3,40.9,5.3,3024.0,2741.0,283.0,9.36,74.1,24.1,1.1,7.1,1.3,4.09,21.2,0.0,83.7,48.4,50.4,51.7,2543,2.3,32.3,0.0,0.0,77.9,42.2,26.4,57.8,53.4,38032,41.9,25098,14817,21846,2.9,1.7,0.0,15337,2.74,6975,0.0,10.9,26.1,4.0,28.0,20.2,1.4,94.1,13.0,0,0,0,1,0,Texas
2712,Rains County,9139.0,10914,11000.0,10933.0,11026.0,11005.0,11129.0,11307.0,11762.0,5.3,4.8,21.7,20.4,23.5,47.6,49.7,91.2,2.3,0.76,1.0,0.48,0.5,0.04,0.0,2.07,1.6,1.52,7.7,8.65,87.5,85.83,93.2,86.4,3.5,5.3,5.6,80.8,81.9,82.1,31.4,31.0,12.1,9.5,10.8,1030,12.8,34.6,34.9,67.4,81.1,5269,83.3,3.9,82000,4069,4333.0,2.67,2.58,20855,22904.65,42491,47354.0,48308.0,143,1118,23.7,847.0,93947.0,8372.0,0,68205.0,229.45,47.6,11.5,14.8,13.1,22.2,17.2,5118.0,4903.0,215.0,4.2,5056.0,4801.0,255.0,5.04,5116.0,4707.0,409.0,7.99,5166.0,4712.0,454.0,8.79,5168.0,4744.0,424.0,8.2,5232.0,4866.0,366.0,7.0,5339.0,5011.0,328.0,6.14,5406.0,5140.0,266.0,4.92,5407.0,5161.0,246.0,4.55,5544.0,5322.0,222.0,4.0,21.5,13.6,0.0,5666.0,5466.0,200.0,3.53,80.5,24.6,1.5,5.0,0.4,3.19,13.7,3.5,9.1,72.6,66.5,68.7,4330,0.6,2.1,0.0,0.6,5.5,22.3,20.0,77.7,85.4,71527,48.4,51579,24729,38680,0.6,5.1,0.0,27938,2.7,11766,1.2,2.9,19.4,1.9,12.8,8.3,12.1,89.3,85.3,0,0,0,1,0,Texas
2713,Randall County,104312.0,120725,123437.0,124986.0,126746.0,128708.0,130406.0,132457.0,134442.0,6.8,6.5,24.9,12.5,13.9,35.6,51.3,88.9,2.4,1.44,0.7,0.29,1.4,0.75,0.04,1.15,2.2,1.46,16.4,20.16,78.2,73.42,88.0,81.5,4.2,10.6,4.8,91.3,91.1,91.7,38.5,38.5,30.1,30.4,30.9,8909,9.1,17.8,19.1,83.8,91.9,51587,70.1,18.2,130400,46018,49118.0,2.49,2.61,28668,32088.51,56041,65795.0,65564.0,2295,25879,20.7,9434.0,1465538.0,12995.0,71,268686.0,911.54,132.4,9.4,9.1,9.6,12.9,10.9,66973.0,65024.0,1949.0,2.91,67704.0,65608.0,2096.0,3.1,69158.0,65971.0,3187.0,4.61,66245.0,62819.0,3426.0,5.17,68124.0,64749.0,3375.0,4.95,68125.0,65112.0,3013.0,4.42,68531.0,65580.0,2951.0,4.31,68845.0,66472.0,2373.0,3.45,69033.0,67037.0,1996.0,2.89,70531.0,68451.0,2080.0,2.95,11.0,7.8,0.1,70283.0,68303.0,1980.0,2.82,75.9,14.7,1.5,6.5,1.9,3.22,32.4,2.7,21.6,88.2,82.2,86.5,49389,1.4,1.8,0.7,1.3,11.1,29.2,6.3,70.8,92.3,87396,35.9,68261,34417,43896,0.5,2.4,0.3,34293,2.66,134026,3.4,3.1,9.5,0.2,5.1,6.7,9.3,88.7,71.7,1,0,0,1,0,Texas
2714,Reagan County,3326.0,3367,3391.0,3475.0,3630.0,3788.0,3809.0,3738.0,3710.0,8.2,6.7,30.0,10.4,11.1,33.0,48.1,77.1,2.1,0.36,0.6,0.0,0.2,0.0,0.0,25.98,1.8,0.4,60.9,70.15,36.2,28.86,39.5,83.4,16.4,45.6,5.6,68.5,71.6,70.4,24.4,27.2,10.0,11.5,11.0,96,3.5,16.7,16.6,65.9,85.2,1372,70.9,4.4,63100,1142,1171.0,2.88,3.16,23028,23580.38,54224,67308.0,59760.0,106,912,14.3,299.0,23721.0,7936.0,0,18532.0,1175.3,2.9,10.5,11.8,18.0,26.3,29.4,2395.0,2346.0,49.0,2.05,2542.0,2490.0,52.0,2.05,2215.0,2082.0,133.0,6.0,1912.0,1806.0,106.0,5.54,2018.0,1930.0,88.0,4.36,2078.0,2007.0,71.0,3.42,1959.0,1881.0,78.0,3.98,2077.0,2011.0,66.0,3.18,1927.0,1840.0,87.0,4.51,1698.0,1593.0,105.0,6.18,29.6,20.3,0.0,1772.0,1704.0,68.0,3.84,67.3,8.2,1.9,8.7,0.2,4.1,10.5,0.8,68.8,73.1,66.6,79.8,1084,0.3,10.2,0.0,0.3,53.0,32.6,23.9,67.4,82.2,79512,30.0,74868,38030,43489,0.0,51.6,0.0,25600,3.44,3766,1.7,6.2,22.1,0.0,16.1,14.2,4.5,45.6,29.8,0,0,0,1,0,Texas
2715,Real County,3047.0,3309,3431.0,3353.0,3319.0,3348.0,3297.0,3397.0,3429.0,4.9,6.8,19.9,25.8,34.1,54.3,50.5,90.5,0.7,0.1,1.1,0.0,0.1,0.01,0.0,0.61,2.0,0.01,24.6,19.77,72.5,79.96,87.8,87.7,5.5,21.0,10.2,77.6,80.4,79.8,31.0,32.3,19.4,23.2,21.9,358,12.5,20.2,16.3,59.6,80.1,2599,75.5,0.0,75300,1335,1123.0,2.39,2.89,15074,16893.43,29186,36744.0,36493.0,84,539,26.2,437.0,9440.0,3128.0,0,34403.0,699.2,4.7,26.8,18.4,20.2,53.8,31.1,1372.0,1319.0,53.0,3.86,1458.0,1404.0,54.0,3.7,1537.0,1452.0,85.0,5.53,1137.0,1033.0,104.0,9.15,1136.0,1024.0,112.0,9.86,1067.0,967.0,100.0,9.37,1063.0,978.0,85.0,8.0,1059.0,993.0,66.0,6.23,1062.0,1008.0,54.0,5.08,1039.0,980.0,59.0,5.68,27.8,22.4,4.2,1049.0,989.0,60.0,5.72,74.3,28.6,1.9,6.7,0.1,3.56,17.4,0.6,26.3,61.7,67.8,53.8,1126,0.0,2.7,0.3,0.5,13.1,23.5,30.7,76.5,83.3,48276,47.4,35862,20868,23450,0.0,4.1,0.0,18235,2.92,3408,0.0,1.7,26.6,1.1,16.1,5.2,12.1,95.2,73.1,0,0,0,1,0,Texas
2716,Red River County,14314.0,12860,12684.0,12729.0,12496.0,12458.0,12363.0,12217.0,12229.0,5.6,4.2,21.4,21.1,23.3,45.6,51.3,76.5,17.4,8.81,1.0,0.19,0.2,0.0,0.0,0.41,1.8,0.97,6.6,7.26,73.9,73.14,94.2,88.5,2.2,5.3,1.7,72.5,80.4,83.3,28.2,30.5,8.6,13.4,13.8,1198,7.0,26.9,30.7,60.0,72.2,6826,71.2,6.9,59700,5108,5218.0,2.5,2.33,18105,21135.62,37047,36352.0,35356.0,187,1682,-35.1,842.0,61221.0,4687.0,11,169998.0,1036.58,12.4,17.5,17.1,16.5,14.9,17.7,6056.0,5757.0,299.0,4.94,5924.0,5543.0,381.0,6.43,6010.0,5460.0,550.0,9.15,5580.0,4936.0,644.0,11.54,5493.0,4829.0,664.0,12.09,5263.0,4700.0,563.0,10.7,5142.0,4625.0,517.0,10.05,4937.0,4554.0,383.0,7.76,4905.0,4597.0,308.0,6.28,5022.0,4733.0,289.0,5.75,16.3,10.9,0.0,5215.0,4945.0,270.0,5.18,79.9,24.4,2.3,4.4,0.1,3.02,12.5,16.8,7.3,64.1,58.0,60.2,4963,0.0,0.6,0.1,0.3,5.4,23.4,16.8,76.6,85.4,52213,45.9,39142,22731,30309,0.5,1.1,0.0,22689,2.41,12171,2.3,6.6,14.4,0.0,6.6,4.4,5.5,79.2,73.4,0,0,0,1,0,Texas
2717,Reeves County,13137.0,13783,13799.0,13959.0,14189.0,14509.0,14906.0,15069.0,15281.0,6.6,6.2,22.8,12.0,12.8,35.4,39.9,77.2,5.0,2.44,0.5,0.33,0.9,0.57,0.0,7.05,1.5,0.68,74.2,75.02,19.5,18.21,37.3,84.2,16.7,76.3,5.1,52.8,61.0,62.3,23.4,25.1,7.6,11.2,9.5,428,6.3,19.3,16.8,53.9,72.8,4640,74.3,8.2,31400,3628,3731.0,3.4,3.31,13112,18678.25,32593,40092.0,49390.0,196,1926,-33.2,473.0,113223.0,10197.0,1,96678.0,2635.38,5.2,28.7,25.0,13.2,24.4,16.1,4089.0,3878.0,211.0,5.16,4177.0,3938.0,239.0,5.72,4687.0,4151.0,536.0,11.44,5748.0,5239.0,509.0,8.86,5543.0,5098.0,445.0,8.03,5345.0,4984.0,361.0,6.75,5631.0,5306.0,325.0,5.77,5759.0,5528.0,231.0,4.01,5674.0,5402.0,272.0,4.79,6023.0,5703.0,320.0,5.31,19.7,15.2,0.0,6917.0,6672.0,245.0,3.54,77.8,12.7,1.7,5.8,1.3,4.68,12.3,2.9,74.7,61.8,59.3,72.7,3518,1.0,10.5,0.0,0.3,60.5,27.5,9.1,72.5,69.7,65457,35.8,53311,22515,35484,0.1,17.3,0.1,20020,3.87,15492,0.8,8.1,20.4,0.4,12.7,19.1,5.9,77.5,22.3,0,0,0,1,0,Texas
2718,Refugio County,7828.0,7383,7319.0,7252.0,7273.0,7354.0,7320.0,7293.0,7224.0,6.0,6.3,24.1,19.5,21.1,42.3,50.3,80.5,6.5,2.65,0.6,0.1,0.4,0.03,0.0,4.09,2.0,3.31,47.2,49.72,45.2,42.29,71.7,83.0,3.9,30.4,4.1,72.7,79.8,79.8,32.4,33.6,11.2,10.8,12.1,578,9.4,22.9,22.7,64.8,76.9,3726,77.9,4.9,67800,2786,2694.0,2.43,2.64,18638,22657.58,42949,45366.0,50338.0,137,1394,20.5,443.0,61964.0,8465.0,3,77835.0,770.44,9.6,16.0,15.7,16.6,26.5,28.2,3863.0,3721.0,142.0,3.68,4036.0,3881.0,155.0,3.84,4141.0,3875.0,266.0,6.42,3328.0,3037.0,291.0,8.74,3419.0,3160.0,259.0,7.58,3509.0,3298.0,211.0,6.01,3563.0,3371.0,192.0,5.39,3600.0,3447.0,153.0,4.25,3303.0,3128.0,175.0,5.3,3130.0,2923.0,207.0,6.61,16.5,11.1,0.0,3112.0,2932.0,180.0,5.78,76.8,21.6,2.5,5.9,0.3,3.42,11.5,6.7,50.4,69.9,56.3,75.9,2547,0.8,2.4,0.0,0.9,36.7,27.2,10.0,72.8,80.3,61935,43.3,50076,22952,31405,0.3,7.8,0.0,24248,2.74,7145,4.2,7.4,15.9,0.0,11.0,13.0,9.0,80.7,41.6,0,0,0,1,0,Texas
2719,Roberts County,887.0,929,926.0,942.0,919.0,914.0,910.0,916.0,938.0,7.9,5.1,25.4,16.0,20.7,37.8,49.5,93.8,0.1,0.0,0.3,0.0,0.2,0.22,0.0,0.22,2.0,0.79,8.0,7.42,90.5,90.55,93.6,84.6,1.7,4.3,0.5,91.9,93.9,92.8,33.3,32.3,34.1,31.5,31.2,44,5.9,15.5,22.2,83.4,91.7,439,75.9,0.0,111400,328,326.0,2.67,2.73,29291,34038.83,52500,75816.0,79167.0,12,93,47.6,82.0,1262636.6738709677,10371.74,0,6258.0,924.06,1.0,14.6,6.6,3.3,0.0,0.0,561.0,548.0,13.0,2.32,568.0,554.0,14.0,2.46,583.0,555.0,28.0,4.8,480.0,454.0,26.0,5.42,480.0,456.0,24.0,5.0,472.0,448.0,24.0,5.08,451.0,431.0,20.0,4.43,450.0,434.0,16.0,3.56,455.0,437.0,18.0,3.96,441.0,421.0,20.0,4.54,6.2,3.4,0.0,437.0,421.0,16.0,3.66,73.0,25.6,2.9,3.5,0.0,2.94,25.0,0.0,13.3,81.4,85.0,85.7,301,0.0,0.0,0.0,0.0,4.7,20.3,11.6,79.7,92.7,81712,43.2,68750,30806,31711,0.0,0.0,0.0,30955,2.67,805,2.9,0.0,10.6,0.0,7.0,16.7,7.7,97.1,83.9,0,0,0,0,1,Texas
2720,Robertson County,16000.0,16622,16654.0,16448.0,16425.0,16460.0,16688.0,16858.0,17203.0,7.0,6.5,25.3,16.7,18.1,41.4,50.5,67.7,21.6,9.86,0.6,0.25,0.6,0.14,0.05,0.78,2.0,0.83,18.0,20.22,59.1,57.88,83.9,86.9,6.1,13.4,4.8,76.6,82.6,82.3,29.9,31.3,15.8,17.4,15.0,1348,6.3,24.8,24.4,70.1,81.7,8484,66.9,10.6,77300,6232,6298.0,2.61,2.62,21113,23282.06,38393,42680.0,52189.0,253,2469,17.4,1208.0,115236.0,7285.0,6,162099.0,855.68,19.4,21.2,18.7,15.2,21.7,21.1,6906.0,6562.0,344.0,4.98,6938.0,6596.0,342.0,4.93,7221.0,6656.0,565.0,7.82,7561.0,6865.0,696.0,9.21,7544.0,6851.0,693.0,9.19,7290.0,6704.0,586.0,8.04,7289.0,6778.0,511.0,7.01,7148.0,6764.0,384.0,5.37,7242.0,6897.0,345.0,4.76,7242.0,6876.0,366.0,5.05,15.8,9.9,0.0,7351.0,7007.0,344.0,4.68,76.2,19.0,2.7,6.5,0.2,3.13,16.1,20.4,21.0,73.7,62.9,76.0,6444,0.2,3.4,1.7,1.4,13.8,23.9,21.8,76.1,84.5,67904,41.5,52928,24907,30890,0.5,1.3,0.1,26033,2.61,16990,1.1,6.8,13.3,0.0,8.4,5.5,6.2,76.4,57.2,1,0,0,1,0,Texas
2721,Rockwall County,43080.0,78337,81034.0,82710.0,84704.0,87037.0,90121.0,93419.0,96788.0,7.3,6.3,30.0,9.6,11.7,37.2,50.8,83.6,5.8,3.01,0.6,0.11,2.4,1.21,0.0,1.22,2.1,1.47,15.9,17.05,74.1,72.29,84.0,83.4,9.3,15.3,6.5,91.3,92.0,91.7,31.8,31.5,35.6,38.0,40.0,5425,7.9,31.6,33.4,89.3,95.2,27939,84.3,6.8,189000,24790,30365.0,2.93,2.96,33274,38227.36,78032,97484.0,93269.0,1650,19020,74.0,7279.0,946288.0,12797.0,613,548113.0,127.04,616.7,5.6,5.2,5.8,8.4,7.4,36927.0,35492.0,1435.0,3.89,38135.0,36433.0,1702.0,4.46,39332.0,36512.0,2820.0,7.17,39439.0,36524.0,2915.0,7.39,40616.0,37737.0,2879.0,7.09,41195.0,38649.0,2546.0,6.18,42276.0,39844.0,2432.0,5.75,43416.0,41458.0,1958.0,4.51,44862.0,43181.0,1681.0,3.75,47263.0,45608.0,1655.0,3.5,10.7,7.2,0.0,48621.0,47011.0,1610.0,3.31,72.8,12.1,1.1,6.2,2.7,3.29,40.7,6.3,17.6,93.1,91.4,90.9,33032,2.2,1.6,1.3,2.5,11.8,18.2,4.2,81.8,92.7,122912,37.5,100920,46518,56828,0.4,2.4,0.0,42346,2.92,97175,3.1,3.4,11.5,1.1,10.3,12.6,8.2,85.0,70.8,1,0,0,1,0,Texas
2722,Runnels County,11495.0,10501,10494.0,10327.0,10185.0,10266.0,10356.0,10255.0,10266.0,6.7,6.0,25.1,19.5,20.4,41.1,50.5,83.2,1.8,0.66,0.7,0.29,0.2,0.53,0.0,1.98,1.7,0.78,32.0,33.84,65.1,62.28,91.0,89.3,5.0,13.4,4.2,77.1,78.8,78.5,24.4,23.4,16.4,18.1,19.1,885,8.6,18.3,21.9,63.7,76.4,5298,72.0,4.6,60100,3953,3781.0,2.55,2.65,20056,21899.25,37823,40112.0,41226.0,251,2379,-17.7,861.0,128394.0,12439.0,1,119744.0,1050.95,10.0,21.6,17.2,16.3,20.8,20.2,4415.0,4223.0,192.0,4.35,4456.0,4245.0,211.0,4.74,4561.0,4220.0,341.0,7.48,5129.0,4702.0,427.0,8.33,5108.0,4734.0,374.0,7.32,5061.0,4781.0,280.0,5.53,4979.0,4717.0,262.0,5.26,4973.0,4762.0,211.0,4.24,4667.0,4494.0,173.0,3.71,4639.0,4456.0,183.0,3.94,18.5,9.5,0.0,4563.0,4391.0,172.0,3.77,76.7,20.6,2.9,5.5,0.1,3.08,18.1,3.0,34.2,72.1,62.6,70.1,3896,0.1,0.9,0.1,0.3,17.0,28.9,5.4,71.1,79.2,61133,40.8,44940,24755,32283,0.2,3.0,0.0,24402,2.58,10277,1.2,2.1,13.6,0.5,5.7,3.0,8.1,92.5,61.5,0,0,0,1,0,Texas
2723,Rusk County,47372.0,53330,53680.0,53778.0,53336.0,53173.0,52930.0,52856.0,52833.0,6.4,6.1,23.2,14.0,15.9,38.5,47.4,72.2,17.7,8.56,0.5,0.11,0.4,0.23,0.0,0.62,2.0,0.92,14.3,16.14,66.1,64.69,86.4,81.4,6.4,12.9,6.7,79.4,79.3,79.6,32.5,33.3,14.8,14.7,15.5,4761,8.2,23.8,24.3,59.4,78.7,21191,78.6,6.1,86700,18102,17982.0,2.59,2.68,22392,24199.63,46574,46421.0,49270.0,811,10614,11.5,3071.0,354320.0,7313.0,0,304864.0,924.03,57.7,12.4,15.6,15.8,19.5,22.5,23413.0,22450.0,963.0,4.11,24069.0,23046.0,1023.0,4.25,24266.0,22379.0,1887.0,7.78,23961.0,22091.0,1870.0,7.8,24286.0,22576.0,1710.0,7.04,24590.0,23046.0,1544.0,6.28,24311.0,22801.0,1510.0,6.21,24206.0,23016.0,1190.0,4.92,22825.0,21740.0,1085.0,4.75,22334.0,21032.0,1302.0,5.83,20.4,13.5,0.9,22113.0,20995.0,1118.0,5.06,77.4,16.4,1.8,5.7,0.5,3.18,15.5,16.9,16.8,62.5,64.1,73.6,18108,0.2,2.6,0.3,1.1,10.5,22.2,18.7,77.8,80.6,72751,38.2,55234,26176,36066,0.2,1.7,0.1,26658,2.7,53755,2.6,6.6,18.4,1.6,12.8,9.1,7.7,78.1,63.7,1,0,0,1,0,Texas
2724,Sabine County,10469.0,10834,10725.0,10522.0,10423.0,10428.0,10447.0,10385.0,10461.0,5.0,4.7,19.6,26.8,29.9,52.1,51.1,89.1,7.2,3.81,0.5,0.09,0.3,0.05,0.0,0.47,1.6,0.86,3.2,4.05,87.5,86.08,96.8,86.8,1.4,3.0,5.9,77.5,85.30000000000003,86.0,27.6,28.8,12.2,12.9,14.4,1784,14.9,26.1,22.2,68.1,81.5,7988,83.0,3.3,68000,4430,3811.0,2.4,2.71,18155,18490.41,33589,38451.0,33561.0,151,1359,-15.4,753.0,51907.0,5116.0,5,138513.0,491.39,22.0,18.0,17.5,20.0,55.8,36.2,3384.0,3113.0,271.0,8.01,3392.0,3090.0,302.0,8.9,3540.0,3010.0,530.0,14.97,3654.0,3058.0,596.0,16.31,3462.0,2917.0,545.0,15.74,3388.0,2895.0,493.0,14.55,3561.0,3101.0,460.0,12.92,3542.0,3168.0,374.0,10.56,3498.0,3173.0,325.0,9.29,3477.0,3151.0,326.0,9.38,21.6,10.2,0.0,3538.0,3235.0,303.0,8.56,81.3,30.5,3.1,4.7,0.1,2.95,17.6,5.6,4.6,74.8,70.5,64.7,4311,0.2,0.3,0.2,0.4,3.7,11.8,31.6,88.2,84.7,57482,53.0,34992,20582,24302,0.7,0.8,0.3,24870,2.41,10471,3.3,8.8,12.5,0.0,6.9,0.0,14.0,89.3,85.5,0,0,0,1,0,Texas
2725,San Augustine County,8946.0,8865,8793.0,8789.0,8664.0,8473.0,8340.0,8283.0,8253.0,5.4,5.6,21.0,23.1,24.5,48.9,50.8,71.9,22.7,10.39,0.4,1.06,0.3,0.0,0.0,0.46,1.4,0.96,6.0,6.95,69.7,68.82,93.5,88.5,2.4,6.0,8.2,71.4,80.5,80.0,25.6,28.7,11.9,11.5,12.1,802,10.5,28.0,26.7,55.9,66.6,5342,79.1,5.6,65000,3691,3202.0,2.41,2.54,17184,20275.2,25974,36426.0,32394.0,130,1317,8.5,509.0,70092.0,8070.0,0,103462.0,530.66,16.7,27.1,23.8,24.4,47.7,37.4,3498.0,3310.0,188.0,5.37,3500.0,3285.0,215.0,6.14,3605.0,3242.0,363.0,10.07,3193.0,2779.0,414.0,12.97,3154.0,2708.0,446.0,14.14,3027.0,2660.0,367.0,12.12,2936.0,2595.0,341.0,11.61,2826.0,2556.0,270.0,9.55,2796.0,2543.0,253.0,9.05,2798.0,2548.0,250.0,8.93,18.6,5.6,0.0,2872.0,2658.0,214.0,7.45,80.2,26.4,2.5,5.0,0.2,2.76,14.0,21.3,7.2,66.9,57.2,69.6,3451,0.0,1.9,0.0,0.2,5.0,22.5,20.2,77.5,82.3,55320,49.3,40353,21445,32625,1.6,0.9,0.0,23683,2.33,8286,2.3,7.4,14.8,0.5,10.6,5.4,11.3,73.8,69.1,0,0,0,1,0,Texas
